File,Extracted_Entities,Ground_Truth_Entities,True_Positive,True_Negative,False_Positive,False_Negative,Accuracy
es-S1699-695X2014000300006-1,"['atorvastatin', 'amlodipine', 'tramadol', 'acenocoumarol', 'repaglinide', 'paracetamol', 'spironolactone', 'acetylsalicylic acid', 'atenolol', 'oxygen', 'nitroglycerin', 'omeprazole', 'p', 'isophane protamine insulin']","['atorvastatin', 'amlodipine', 'tramadol', 'acenocoumarol', 'repaglinide', 'paracetamol', 'spironolactone', 'acetylsalicylic acid', 'atenolol', 'nitroglycerin', 'omeprazole', 'isophane protamine insulin']",12,0,2,0,0.8571428571428571
es-S0212-71992006000100005-1,"['levofloxacin', 'phenytoin', 'dexamethasone', 'itraconazole', 'digitalis', 'vitamin d']","['levofloxacin', 'phenytoin', 'dexamethasone', 'itraconazole', 'digitalis']",5,0,1,0,0.8333333333333334
es-S0212-16112012000300028-1,"['chlorine', 'magnesium sulphate', 'adenosine', 'potassium chloride', 'p', 'saline solution', '5% glucose', 'alcohol', 'mg', 'potassium', 'thiamine', 'k', 'glucose', 'saline', '5% dextrose', 'monopotassium phosphate', 'bicarbonate']","['magnesium sulphate', 'potassium chloride', 'p', 'saline solution', '5% glucose', 'mg', 'potassium', 'thiamine', 'k', 'saline', '5% dextrose', 'monopotassium phosphate']",12,0,5,0,0.7058823529411765
es-S0212-16112014000600030-2,"['hydrochlorothiazide', 'mg', 'enalapril']","['hydrochlorothiazide', 'enalapril']",2,0,1,0,0.6666666666666666
es-S0378-48352004000300006-1,"['interferon alfa', 'dacarbazine', 'cisplatin', 'interleukin ii']","['interferon alfa', 'dacarbazine', 'cisplatin', 'interleukin ii']",4,0,0,0,1.0
es-S1699-695X2017000100011-1,['methylphenidate'],['methylphenidate'],1,0,0,0,1.0
es-S1889-836X2015000100003-1,['risedronate'],['risedronate'],1,0,0,0,1.0
es-S1130-01082008000100017-1,"['mg', 'praziquantel']",['praziquantel'],1,0,1,0,0.5
es-S0211-69952014000200018-1,"['calcium', 'albumin', 'levothyroxine', 'calcium carbonate', 'alpha-calcidiol', 'iron', 'erythropoietin']","['calcium', 'levothyroxine', 'calcium carbonate', 'alpha-calcidiol', 'iron', 'erythropoietin']",6,0,1,0,0.8571428571428571
es-S0365-66912012000500005-1,"['ranibizumab', 'lucentis']","['ranibizumab', 'lucentis']",2,0,0,0,1.0
es-S0210-48062009000600017-1,"['pyrazinamide', 'mg', 'isoniazid', 'rifampicin', 'bicarbonate']","['isoniazid', 'pyrazinamide', 'rifampicin', 'bicarbonate']",4,0,1,0,0.8
es-S1130-01082009000500015-1,"['penicillin', 'mg', 'glucose', 'penicillin g', 'iron']",['penicillin g'],1,0,4,0,0.2
es-S1130-05582014000400006-1,"['vancomycin', 'saline solution', 'aztreonam', 'mg', 'crystalline sodium penicillin']","['vancomycin', 'saline solution', 'aztreonam', 'crystalline sodium penicillin']",4,0,1,0,0.8
es-S0211-69952017000200225-1,"['mg', 'eculizumab', 'phosphate', 'iron']",['eculizumab'],1,0,3,0,0.25
es-S0365-66912008000100009-3,"['chibroxín', 'mg', 'pilocarpine', 'salagen', 'cyclopentolate', 'saline', 'viscofresh® 0.5%']","['chibroxín', 'pilocarpine', 'salagen', 'cyclopentolate', 'viscofresh® 0.5%']",5,0,2,0,0.7142857142857143
es-S1130-14732005000300004-1,"['ifosfamide', 'adriamycin']","['ifosfamide', 'adriamycin']",2,0,0,0,1.0
es-S0376-78922015000100011-1,"['carboplatin', 'taxol', 'fluorouracil', '5fu', 'cddp', 'cisplatin']","['carboplatin', 'cisplatin', 'taxol', 'fluorouracil']",4,0,2,0,0.6666666666666666
es-S1137-66272009000300013-1,"['alprazolam', 'albendazole', 'dexamethasone', 'mg', 'oxcarbazepine']","['albendazole', 'oxcarbazepine', 'dexamethasone', 'alprazolam']",4,0,1,0,0.8
es-S0211-69952011000500011-1,"['metformin', 'lercanidipine', 'cr', 'acenocoumarol', 'mg', 'glipizide', 'lisinopril-hydrochlorothiazide', 'ibuprofen', 'bicarbonate']","['metformin', 'lercanidipine', 'acenocoumarol', 'glipizide', 'lisinopril-hydrochlorothiazide', 'ibuprofen', 'bicarbonate']",7,0,2,0,0.7777777777777778
es-S0376-78922016000200012-1,"['cefuroxime', 'physiological saline']","['cefuroxime', 'physiological saline']",2,0,0,0,1.0
es-S1130-01082009000400014-1,"['neuromade', 'thiamine', 'vitamin b']","['neuromade', 'thiamine', 'vitamin b']",3,0,0,0,1.0
es-S0004-06142008000500014-1,['ciprofloxacin'],['ciprofloxacin'],1,0,0,0,1.0
es-S0210-56912010000200009-1,"['5-fluorouracil', 'acyclovir']","['5-fluorouracil', 'acyclovir']",2,0,0,0,1.0
es-S0212-71992007000300006-1,"['pralidoxime', 'activated charcoal', 'oxydemeton-methyl', 'mg', 'atropine', 'diazepam', 'metasystox']","['pralidoxime', 'activated charcoal', 'oxydemeton-methyl', 'atropine', 'diazepam', 'metasystox']",6,0,1,0,0.8571428571428571
es-S1130-01082009000500007-1,"['lactulose', 'polyethylene glycol']","['lactulose', 'polyethylene glycol']",2,0,0,0,1.0
S0004-06142006000100014-1,['spironolactone'],['spironolactone'],1,0,0,0,1.0
es-S0212-16112005000400011-1,"['addamel', 'glucose solution', 'dexchlorpheniramine', 'cernevit']","['addamel', 'dexchlorpheniramine', 'cernevit']",3,0,1,0,0.75
es-S0365-66912005001200008-1,"['prednisone', 'cyclophosphamide', 'melphalan', 'cytarabine', 'vincristine', 'bortezomid', 'dexamethasone', 'uracil', 'methotrexate', 'methylprednisolane', 'adriamycin']","['prednisone', 'cyclophosphamide', 'melphalan', 'cytarabine', 'vincristine', 'bortezomid', 'dexamethasone', 'uracil', 'methotrexate', 'methylprednisolane', 'adriamycin']",11,0,0,0,1.0
es-S0365-66912007000200011-1,['verteporfin'],['verteporfin'],1,0,0,0,1.0
es-S0210-48062007001000004-1,"['mg', 'bleomicina', 'cisplatin', 'etoposide']","['bleomicina', 'cisplatin', 'etoposide']",3,0,1,0,0.75
es-S1134-80462006000600005-1,"['lidocaine', 'fentanyl citrate', 'actiq', 'mg', 'midazolam', 'oxygen', 'otfc', 'emla']","['lidocaine', 'fentanyl citrate', 'actiq', 'midazolam', 'oxygen', 'otfc', 'emla']",7,0,1,0,0.875
es-S1130-01082008000100010-1,"['mg', 'budesonide']",['budesonide'],1,0,1,0,0.5
es-S1130-01082007000400010-1,"['mg', 'glucagon', 'insulin', 'gencitabine']",['gencitabine'],1,0,3,0,0.25
es-S1139-76322015000400012-1,"['mg', 'ciprofloxacin', 'amoxicillin-clavulanic acid']","['ciprofloxacin', 'amoxicillin-clavulanic acid']",2,0,1,0,0.6666666666666666
es-S0004-06142009000800010-1,['enoxaparin'],['enoxaparin'],1,0,0,0,1.0
es-S0365-66912007000900016-1,"['atropina® 1%', 'triamcinolone acetonide', 'atropine sulphate', 'trigon depot', 'visudyne', 'dexamethasone', 'methotrexate', 'mg', 'methylprednisolone', 'urbason', 'maxidex']","['atropina® 1%', 'triamcinolone acetonide', 'atropine sulphate', 'trigon depot', 'visudyne', 'dexamethasone', 'methotrexate', 'methylprednisolone', 'urbason', 'maxidex']",10,0,1,0,0.9090909090909092
es-S1134-80462009000100005-1,"['durogesic', 'metoclopramide', 'mg', 'pantoprazole', 'fentanyl']","['pantoprazole', 'durogesic', 'metoclopramide', 'fentanyl']",4,0,1,0,0.8
es-S1137-66272007000300014-1,"['lidocaine', 'dexametaxone', 'mg', 'ciprofloxacin', 'cyanocobalamin', 'thiamine']","['lidocaine', 'dexametaxone', 'ciprofloxacin', 'cyanocobalamin', 'thiamine']",5,0,1,0,0.8333333333333334
es-S1130-63432013000400011-2,"['methicillin', 'cotrimoxazole', 'co-trimoxazole', 'amikacin', 'clindamycin', 'mg', 'rapid insulin', 'colistin']","['methicillin', 'cotrimoxazole', 'co-trimoxazole', 'amikacin', 'clindamycin', 'rapid insulin', 'colistin']",7,0,1,0,0.875
es-S1130-05582013000400005-1,['dacarbazine'],['dacarbazine'],1,0,0,0,1.0
es-S1134-80462014000300009-1,"['lidocaine', 'acetaminophen']","['lidocaine', 'acetaminophen']",2,0,0,0,1.0
es-S1139-76322009000500006-1,"['mg', 'cabergoline']",['cabergoline'],1,0,1,0,0.5
es-S0210-56912007000900007-6,"['metformin', 'amlodipine', 'calcium', 'irbesartan', 'mg', 'bicarbonate']","['metformin', 'irbesartan', 'amlodipine', 'bicarbonate']",4,0,2,0,0.6666666666666666
es-S1130-01082009000400009-1,"['phosphorus', 'calcium', 'allopurinol', 'mg', 'sodium', 'potassium', 'infliximab', 'rasburicase', 'azathioprine']","['infliximab', 'rasburicase', 'allopurinol', 'azathioprine']",4,0,5,0,0.4444444444444444
es-S1130-63432013000500013-1,"['ifn', 'emtricitabine', 'tenofovir', 'pegifn-α2a', 'mg', 'pegifn-α2b', 'raltegravir', 'tvr', 'eltrombopag', 'rbv']","['ifn', 'emtricitabine', 'tenofovir', 'pegifn-α2a', 'pegifn-α2b', 'raltegravir', 'tvr', 'eltrombopag', 'rbv']",9,0,1,0,0.9
es-S0004-06142010000500014-1,"['imipenem', 'trimethoprim sullfamethoxazole', 'penicillin', 'cefotaxime', 'tetracycline', 'amikacin', 'erythromycin', 'amoxicillin with clavulanic acid', 'ampicillin', 'gentamicin', 'p', 'rifampicin']","['imipenem', 'trimethoprim sullfamethoxazole', 'penicillin', 'tetracycline', 'amikacin', 'erythromycin', 'amoxicillin with clavulanic acid', 'ampicillin', 'gentamicin', 'cefotaxime', 'rifampicin']",11,0,1,0,0.9166666666666666
es-S1130-01082009000500013-1,"['ameride', 'thalidomide', 'mg', 'octreotide', 'manidon retard', 'sintrom']","['ameride', 'thalidomide', 'octreotide', 'manidon retard', 'sintrom']",5,0,1,0,0.8333333333333334
es-S0004-06142007000900017-1,"['prednisone', 'mg', 'flutamide', 'zoledronic acid', 'docetaxel']","['prednisone', 'flutamide', 'docetaxel', 'zoledronic acid']",4,0,1,0,0.8
es-S0210-48062009000600012-1,"['fludarabin', 'rituximab', 'mitoxantrone', 'dexamethasone', 'trimetropin sulfamethoxazole', 'seprin', 'omeprazole']","['fludarabin', 'rituximab', 'mitoxantrone', 'dexamethasone', 'trimetropin sulfamethoxazole', 'seprin', 'omeprazole']",7,0,0,0,1.0
es-S1139-76322012000400010-1,"['mg', 'ibuprofen']",['ibuprofen'],1,0,1,0,0.5
es-S1139-76322015000100012-3,"['penicillin', 'clotrimazole']","['penicillin', 'clotrimazole']",2,0,0,0,1.0
es-S1130-05582017000100044-2,"['hyaluronic acid', 'botulinum toxin']","['hyaluronic acid', 'botulinum toxin']",2,0,0,0,1.0
es-S1135-76062012000200006-1,"['amlodipine', 'duloxetine', 'calcifediol', 'furosemide', 'mg', 'losartan postassium', 'ciprofloxacin', 'amytriptyline hidorchloride', 'omeprazole', 'carbocisteine']","['amlodipine', 'duloxetine', 'calcifediol', 'furosemide', 'losartan postassium', 'ciprofloxacin', 'amytriptyline hidorchloride', 'omeprazole', 'carbocisteine']",9,0,1,0,0.9
es-S1139-76322015000100014-1,"['levetiracepam', 'acyclovir', 'lithium', 'levetiracetam', 'mg', 'midazolam', 'valproic acid', 'oseltamivir']","['levetiracepam', 'acyclovir', 'lithium', 'levetiracetam', 'midazolam', 'oseltamivir', 'valproic']",6,0,2,1,0.6666666666666666
es-S0212-16112010000100017-1,"['tg', 'albumin', 'mg', 'octreotide', 'glucose']","['octreotide', 'glucose']",2,0,3,0,0.4
es-S1889-836X2015000400006-1,"['darunavir', 'didanosine', 'lopinavir/ritonavir', 'ritonavir', 'phosphorus', 'calcium', 'tenofovir', 'mg', 'tdf', 'raltegravir', '1,25 dhcc', '1,25-dihydroxyvitamin d', 'phosphate', '25-hcc', 'bicarbonate']","['darunavir', 'didanosine', 'lopinavir/ritonavir', 'phosphorus', 'tenofovir', 'tdf', 'raltegravir', '1,25 dhcc', '1,25-dihydroxyvitamin d', '25-hcc', 'ritonavir']",11,0,4,0,0.7333333333333333
es-S0212-16112004000400007-1,"['phenytoin', 'phosphate salts', 'phosphorus', 'hydrocortisone', 'mg', 'potassium', 'thiamine', 'k', 'glucose', 'magnesium', 'acth', 'p']","['phenytoin', 'phosphate salts', 'phosphorus', 'hydrocortisone', 'potassium', 'magnesium', 'acth', 'thiamine']",8,0,4,0,0.6666666666666666
es-S0004-06142009000100013-1,['albendazole'],['albendazole'],1,0,0,0,1.0
es-S1699-695X2016000200009-1,"['desmopressin', 'methylprednisolone']","['desmopressin', 'methylprednisolone']",2,0,0,0,1.0
es-S0211-69952013000200018-1,"['phenytoin', 'furosemide', 'pentoxifylline', 'acenocoumarol', 'paracetamol', 'albumin', 'mg', 'isotonic saline solution', 'omeprazole', 'oral iron', 'oxygen', 'cefepime']","['phenytoin', 'furosemide', 'pentoxifylline', 'acenocoumarol', 'paracetamol', 'isotonic saline solution', 'omeprazole', 'oxygen', 'cefepime', 'iron']",9,0,3,1,0.6923076923076923
es-S1130-01082005001100016-1,"['albendazole', 'mg', 'polaramine', 'urbason', 'saline']","['polaramine', 'albendazole', 'urbason']",3,0,2,0,0.6
es-S0004-06142008000100011-1,"['saline', 'oxygenated water']",['oxygenated water'],1,0,1,0,0.5
es-S0210-56912007000700008-1,"['saline solution', 'mg', 'isotonic saline solution', 'succinylcholine', 'cisatracurium', 'oxygen', 'propofol', 'fentanyl']","['saline solution', 'isotonic saline solution', 'succinylcholine', 'cisatracurium', 'propofol', 'fentanyl']",6,0,2,0,0.75
es-S0211-69952014000400019-1,"['clonazepam', 'tinazidine', 'baclofen', 'diazepam', 'lioresal']","['clonazepam', 'tinazidine', 'baclofen', 'diazepam', 'lioresal']",5,0,0,0,1.0
es-S1130-63432013000500017-1,"['imatinib', 'ponatinib', 'vincristine', 'daunorubicin', 'dasatinib', 'nilotinib']","['imatinib', 'ponatinib', 'vincristine', 'daunorubicin', 'dasatinib', 'nilotinib']",6,0,0,0,1.0
es-S1130-63432014000200011-1,"['prednisone', 'gemcitabine', 'cyclophosphamide', 'emend', 'acitretin', 'vincristine', 'pegylated liposomal doxorubicin', 'gabapentin', 'mg', 'doxorubicin', 'aprepitant4', 'bexarotene', 'chlorambucil', 'aprepitant']","['prednisone', 'gemcitabine', 'cyclophosphamide', 'emend', 'acitretin', 'vincristine', 'pegylated liposomal doxorubicin', 'gabapentin', 'aprepitant4', 'doxorubicin', 'bexarotene', 'chlorambucil', 'aprepitant']",13,0,1,0,0.9285714285714286
es-S2254-28842012000300010-1,"['sintrom', 'acenocoumarol']","['sintrom', 'acenocoumarol']",2,0,0,0,1.0
es-S1139-76322014000400009-1,"['amiodarone', 'mg', 'adenosine']","['amiodarone', 'adenosine']",2,0,1,0,0.6666666666666666
es-S0210-48062003000800013-1,"['amiodarone', 'p']",['amiodarone'],1,0,1,0,0.5
es-S0210-56912008000100008-1,"['mg', 'st', 'tenecteplase']",['tenecteplase'],1,0,2,0,0.3333333333333333
es-S0212-16112013000300055-1,"['metformin', 'fenofibrate', 'insulin', 'mesalazine', 'albumin', 'mg', 'omeprazole', 'iron']","['metformin', 'fenofibrate', 'insulin', 'mesalazine', 'omeprazole']",5,0,3,0,0.625
es-S0004-06142007000900011-1,"['labetalol', 'aspirin', 'calcium', 'adrenaline', 'mg', 'nitroprusside', 'trifusal', 'noradrenaline']","['nitroprusside', 'trifusal', 'labetalol', 'aspirin']",4,0,4,0,0.5
es-S1135-76062013000100008-1,"['interferon beta', 'metoclopramide', 'ibuprofen', 'diazepam', 'metamizole']","['interferon beta', 'metoclopramide', 'ibuprofen', 'diazepam', 'metamizole']",5,0,0,0,1.0
es-S1130-05582013000200006-1,"['clarithromycin', 'interferon', 'bevacizumab', 'p', 'iron']","['bevacizumab', 'interferon', 'clarithromycin']",3,0,2,0,0.6
es-S1130-05582011000300005-1,['cisplatin'],['cisplatin'],1,0,0,0,1.0
es-S1889-836X2016000100006-1,"['phosphorus', 'calcium', 'alendronate', 'vitamin d', 'p']","['calcium', 'alendronate', 'vitamin d']",3,0,2,0,0.6
es-S0212-16112010000600022-1,"['phenytoin', 'chlorine', 'tramadol', 'paracetamol', 'sodium', 'magnesium', 'vitamin d', 'phosphate', 'bicarbonate', 'magnesium sulphate', 'cholecalciferol', 'oral rehydration salts', 'mg', 'calcium carbonate', 'sueroral', 'magnesium lactate', 'codeine', 'loperamide', 'calcitriol', 'diazepam', 'magnesium salts', 'calcium gluconate', 'potassium chloride', 'calcium', 'furosemide', 'albumin', 'potassium', 'oral iron']","['phenytoin', 'tramadol', 'paracetamol', 'magnesium', 'magnesium sulphate', 'cholecalciferol', 'oral rehydration salts', 'mg', 'calcium carbonate', 'sueroral', 'magnesium lactate', 'codeine', 'loperamide', 'calcitriol', 'diazepam', 'magnesium salts', 'calcium gluconate', 'potassium chloride', 'calcium', 'furosemide', 'oral iron']",21,0,7,0,0.75
es-S0212-16112007000800011-1,"['phosphorus', 'magnesium sulphate', 'mesalazine', 'calcium', 'albumin', 'mg', 'sodium', 'carbamazepine', 'k', 'potassium', 'glucose', 'magnesium', 'magnesium lactate']","['magnesium sulphate', 'phosphorus', 'mesalazine', 'carbamazepine', 'magnesium', 'magnesium lactate']",6,0,7,0,0.4615384615384615
es-S0365-66912007000100009-1,"['mg', 'methylprednisolone']",['methylprednisolone'],1,0,1,0,0.5
es-S0210-56912008000100008-4,"['reteplase', 'st']",['reteplase'],1,0,1,0,0.5
es-S1137-66272011000100013-1,"['mg', 'oxygen', 'voriconazole']",['voriconazole'],1,0,2,0,0.3333333333333333
es-S1130-05582017000200117-1,['amoxicillin/clavulanic acid'],['amoxicillin/clavulanic acid'],1,0,0,0,1.0
es-S0210-48062006000700010-1,['meropenem'],['meropenem'],1,0,0,0,1.0
es-S0212-71992004001100007-1,"['heparin', 'acenocoumarol', 'penicillin g sodium', 'bemiparin', 'mg', 'sodium heparin', 'gentamicin']","['heparin', 'acenocoumarol', 'penicillin g sodium', 'bemiparin', 'sodium heparin', 'gentamicin']",6,0,1,0,0.8571428571428571
es-S0213-12852005000200004-1,['benzathine penicillin'],['benzathine penicillin'],1,0,0,0,1.0
es-S0212-71992006000600007-1,"['prednisone', 'chloroquine', 'phosphorus', 'penicillin', 'calcium', 'co-trimoxazole', 'methotrexate', 'mg', 'sodium', 'potassium', 'ampicillin', 'glucose', 'gentamicin', 'saline lavage', 'rifampicin']","['prednisone', 'chloroquine', 'penicillin', 'co-trimoxazole', 'methotrexate', 'ampicillin', 'gentamicin', 'saline lavage', 'rifampicin']",9,0,6,0,0.6
es-S0365-66912005001000011-1,"['trigon depot', 'saline', 'poly-pred eye drops', 'mg', 'ciprofloxacin', 'triamcinolone acetonide', 'oftacilox', 'triamcinolone']","['trigon depot', 'poly-pred eye drops', 'ciprofloxacin', 'triamcinolone acetonide', 'oftacilox', 'triamcinolone']",6,0,2,0,0.75
es-S0210-56912007000900007-3,"['metformin', 'insulin', 'amiodarone', 'furosemide', 'glibenclamide', 'mg', 'potassium', 'sodium', 'noradrenaline', 'imipen', 'bicarbonate']","['metformin', 'insulin', 'amiodarone', 'furosemide', 'glibenclamide', 'potassium', 'noradrenaline', 'bicarbonate']",8,0,3,0,0.7272727272727273
S0004-06142006000900009-1,"['deflazacort', 'mesalazine']","['deflazacort', 'mesalazine']",2,0,0,0,1.0
es-S1699-695X2015000100011-1,"['levetirazepam', 'haemin', 'calcium', 'acyclovir', 'zinc', 'ziprasidone', 'vitamin b12', 'mg', 'valproic acid', 'haloperidol', 'tiapride', 'venlafaxine', 'sertraline', 'folic acid']","['levetirazepam', 'haemin', 'acyclovir', 'ziprasidone', 'valproic acid', 'haloperidol', 'tiapride', 'venlafaxine', 'sertraline']",9,0,5,0,0.6428571428571429
es-S0365-66912010000300005-1,"['ranibizumab', 'aspirin', 'sulphur hexafluoride', 'sf6', 'r-tpa']","['ranibizumab', 'aspirin', 'sulphur hexafluoride', 'sf6', 'r-tpa']",5,0,0,0,1.0
es-S1137-66272012000100011-1,"['mg', 'dosazoxin']",['dosazoxin'],1,0,1,0,0.5
es-S1139-76322009000700015-1,"['mg', 'd-penicillamine', 'amoxicillin']","['d-penicillamine', 'amoxicillin']",2,0,1,0,0.6666666666666666
S0004-06142005001000011-3,"['tacrolimus', 'interferon-á']","['tacrolimus', 'interferon-á']",2,0,0,0,1.0
es-S0210-48062009000600018-1,"['5-fluorouracil', 'mg', '5fu', 'cddp', 'morphine', 'cisplatin']","['5fu', 'cddp', '5-fluorouracil', 'cisplatin']",4,0,2,0,0.6666666666666666
es-S1137-66272011000300024-1,"['insulin', 'cr', 'tg', 'albumin', 'clotrimazole', 'mg', 'insulin aspart', 'glucose', 'insulin glargine', 'fluconazole']","['insulin', 'clotrimazole', 'insulin aspart', 'insulin glargine', 'fluconazole']",5,0,5,0,0.5
es-S0376-78922016000400007-1,"['imipenem', 'chlorhexidine', 'cilastatin']","['imipenem', 'chlorhexidine', 'cilastatin']",3,0,0,0,1.0
es-S0212-71992006000700008-1,"['phenytoin', 'teicoplanin', 'acyclovir', 'mg', 'tazocel']","['tazocel', 'phenytoin', 'teicoplanin', 'acyclovir']",4,0,1,0,0.8
es-S0210-48062005000500016-1,"['mg', ""lactated ringer's solution"", 'amlodipine']","[""lactated ringer's solution"", 'amlodipine']",2,0,1,0,0.6666666666666666
es-S0365-66912009001100006-1,"['timolol', 'timolol 0.5%']","['timolol', 'timolol 0.5%']",2,0,0,0,1.0
S0004-06142007000300012-1,"['prednisone', 'surgicel', 'mycophenolate', 'mg', 'cyclosporine']","['prednisone', 'mycophenolate', 'cyclosporine']",3,0,2,0,0.6
es-S0210-48062004000200011-1,"['prednisone', 'cyclophosphamide', 'rituximab', 'vincristine', 'immunoglobulin g', 'doxorubicin', 'oxygen']","['prednisone', 'cyclophosphamide', 'rituximab', 'vincristine', 'immunoglobulin g', 'doxorubicin', 'oxygen']",7,0,0,0,1.0
es-S1139-76322013000400008-1,"['penicillin g-benzathine', 'immunoglobulin']",['penicillin g-benzathine'],1,0,1,0,0.5
es-S1134-80462014000500004-1,"['prednisone', 'montelukast', 'fentanyl', 'metamizole', 'paracetamol', 'dexamethasone', 'mg', 'naproxen', 'oral iron', 'omeprazole', 'pregabalin', 'diazepam', 'desketoprofen', 'morphine', 'iron']","['prednisone', 'montelukast', 'fentanyl', 'metamizole', 'paracetamol', 'dexamethasone', 'naproxen', 'omeprazole', 'pregabalin', 'diazepam', 'desketoprofen', 'morphine', 'iron']",13,0,2,0,0.8666666666666667
es-S1130-01082007000100009-1,"['prednisone', 'isotetricin', 'albumin', 'mg', '5-asa', 'iron', 'rifampicin', 'azathioprine']","['prednisone', 'isotetricin', '5-asa', 'rifampicin', 'azathioprine']",5,0,3,0,0.625
es-S1130-63432016000600013-1,"['rivotril', 'paracetamol', 'enantyum', 'pantoprazole', 'ciprofloxacin', 'allopurinol']","['rivotril', 'paracetamol', 'enantyum', 'pantoprazole', 'ciprofloxacin', 'allopurinol']",6,0,0,0,1.0
es-S0211-69952014000200012-1,"['ifn-α', 'inf-α']","['ifn-α', 'inf-α']",2,0,0,0,1.0
es-S0212-71992006000900007-1,['omeprazole'],['omeprazole'],1,0,0,0,1.0
es-S1137-66272008000500007-1,"['immunoglobulins', 'phenobarbital', 'ivig']","['immunoglobulins', 'phenobarbital', 'ivig']",3,0,0,0,1.0
es-S0365-66912004001200011-1,['interferon'],['interferon'],1,0,0,0,1.0
es-S1139-76322016000400018-1,"['oxygen', 'dexamethasone', 'adrenaline']","['dexamethasone', 'adrenaline']",2,0,1,0,0.6666666666666666
es-S1698-44472004000200009-1,"['chlorhexidine digluconate 0.12%', 'mg', 'ibuprofen', '0.2% chlorhexidine', 'physiological saline']","['0.2% chlorhexidine', 'ibuprofen', 'chlorhexidine digluconate 0.12%', 'physiological saline']",4,0,1,0,0.8
es-S1134-80462009000100005-15,"['fentanyl', 'paracetamol', 'durogesic® matrix']","['fentanyl', 'paracetamol', 'durogesic® matrix']",3,0,0,0,1.0
es-S0365-66912008000700008-1,"['oxygen', 'immunoglobulins']","['oxygen', 'immunoglobulins']",2,0,0,0,1.0
es-S0365-66912004000900009-1,"['sintrom', 'acenocoumarol']","['sintrom', 'acenocoumarol']",2,0,0,0,1.0
es-S0211-69952011000500013-1,"['calcium', 'cinacalcet', 'sevelamer', 'mg', 'calcitriol', 'alfacalcidol', 'calcium carbonate', 'vitamin d', 'phosphate', 'p']","['calcium', 'cinacalcet', 'sevelamer', 'alfacalcidol', 'calcitriol', 'calcium carbonate', 'vitamin d']",7,0,3,0,0.7
es-S0004-06142007000700014-1,"['penicillin', 'ifosfamide', 'adriamycin']","['penicillin', 'ifosfamide', 'adriamycin']",3,0,0,0,1.0
es-S0213-12852003000600002-1,"['cresophene', 'cavit']","['cresophene', 'cavit']",2,0,0,0,1.0
es-S0365-66912010000200005-1,"['triamcinolone', 'isotope iridium 192']","['triamcinolone', 'isotope iridium 192']",2,0,0,0,1.0
es-S0212-71992004001200007-1,"['prednisone', 'metformin', 'mg', 'neomycin', 'atropine', 'ciprofloxacin', 'glucose', 'ceftriaxone']","['prednisone', 'metformin', 'neomycin', 'atropine', 'ciprofloxacin', 'ceftriaxone']",6,0,2,0,0.75
es-S0211-69952015000200015-1,"['mg', 'furosemide', 'calcium', 'calcitonin']","['calcium', 'furosemide', 'calcitonin']",3,0,1,0,0.75
es-S1139-76322015000300018-2,"['mg', 'amoxicillin-clavulanic acid', 'gamma globulin']","['amoxicillin-clavulanic acid', 'gamma globulin']",2,0,1,0,0.6666666666666666
es-S0211-69952014000200012-2,"['anti-cd3 monoclonal antibody', 'ifn', 'antithymocyte globulin', 'mg', 'pegylated ifn α2a', 'okt3', 'atg', 'erythropoietin', 'rbv']","['anti-cd3 monoclonal antibody', 'ifn', 'antithymocyte globulin', 'pegylated ifn α2a', 'okt3', 'atg', 'erythropoietin', 'rbv']",8,0,1,0,0.8888888888888888
es-S0365-66912007001000008-1,"['valproic acid', 'ibuprofen']","['valproic acid', 'ibuprofen']",2,0,0,0,1.0
es-S0212-71992007000400005-1,"['prednisone', 'liposomal amphotericin b', 'calcium', 'amikacin', 'mg', 'methylprednisolone', 'omeprazole', 'vitamin d', 'ceftazidime', 'asa', 'gamma globulin']","['prednisone', 'liposomal amphotericin b', 'calcium', 'amikacin', 'methylprednisolone', 'vitamin d', 'omeprazole', 'ceftazidime', 'asa']",9,0,2,0,0.8181818181818182
es-S1130-05582005000300007-1,"['acyclovir', 'penicillin g benzathine']","['acyclovir', 'penicillin g benzathine']",2,0,0,0,1.0
es-S0365-66912012000700003-1,"['irinotecan', 'capecitabine', 'panitumumab', 'oxaliplatin', 'bevacizumab', 'k', 'folinic acid', 'fluorouracil', 'cetuximab', 'methylprednisolone']","['irinotecan', 'capecitabine', 'panitumumab', 'oxaliplatin', 'bevacizumab', 'methylprednisolone', 'folinic acid', 'fluorouracil', 'cetuximab']",9,0,1,0,0.9
es-S0004-06142009000500009-1,"['fosfomycin', 'trimethoprim-sulfamethoxazole', 'mg', 'cefuroxime-axetil', 'amoxicillin-clavulanic acid', 'glucose', 'piperacillin-tazobactam', 'gentamicin', 'cefotaxime', 'trometamol']","['fosfomycin', 'trimethoprim-sulfamethoxazole', 'cefuroxime-axetil', 'amoxicillin-clavulanic acid', 'piperacillin-tazobactam', 'gentamicin', 'cefotaxime', 'trometamol']",8,0,2,0,0.8
es-S1134-80462015000500005-1,"['capsaicin', 'lidocaine', 'ebastine', 'pregabalin', 'botulinum toxin']","['capsaicin', 'lidocaine', 'ebastine', 'pregabalin', 'botulinum toxin']",5,0,0,0,1.0
es-S1137-66272009000100013-1,['dobutamine'],['dobutamine'],1,0,0,0,1.0
